train_id,route_id,station_name,station_order,lat,lon,distance
IC_1539,73,SAVONA,1,44.306892,8.470259,0
IC_1539,73,GENOVA P.PRINCIPE,2,44.417784,8.9207,40.5
IC_1539,73,VOGHERA,3,44.9978,9.007942,64.82
IC_1539,73,PAVIA,4,45.188843,9.144674,23.8
IC_1539,73,MILANO CENTRALE,5,45.486347,9.204528,33.4
REG_33923,931,BOLOGNA C.LE,1,44.50626,11.342267,0
REG_33923,931,BOLOGNA SAN VITALE,2,44.535566,11.631984,2.71
REG_33923,931,BOLOGNA MAZZINI,3,44.482284,11.376271,1.5
REG_33923,931,BOLOGNA S.RUFFILLO,4,44.462657,11.372967,2.2
REG_33923,931,RASTIGNANO,5,44.443592,11.357617,2.49
REG_33923,931,PIANORO,6,44.380589,11.340675,7.3
EC_89,15,BRENNERO,1,47.004117,11.505711,0
EC_89,15,FORTEZZA,2,46.788841,11.609922,40.2
EC_89,15,BRESSANONE,3,46.710088,11.649677,10.2
EC_89,15,BOLZANO,4,46.496346,11.358556,38.1
EC_89,15,TRENTO,5,46.072414,11.118941,55.4
EC_89,15,ROVERETO,6,45.890985,11.033518,23.6
EC_89,15,VERONA PORTA NUOVA,7,45.428603,10.982377,51.8
REG_21514,694,CALTANISSETTA XIRBI,1,37.536296,14.056902,0
REG_21514,694,VILLAROSA,2,37.567205,14.200464,15.286
REG_21514,694,ENNA,3,37.581134,14.289579,10.893
REG_21514,694,LEONFORTE-PIRATO,4,37.606305,14.376063,11.11
REG_21514,694,DITTAINO,5,37.564605,14.462429,9.47
EC_86,14,VERONA PORTA NUOVA,1,45.428603,10.982377,0
EC_86,14,ROVERETO,2,45.890985,11.033518,51.8
EC_86,14,TRENTO,3,46.072414,11.118941,23.6
EC_86,14,BOLZANO,4,46.496346,11.358556,55.4
EC_86,14,BRESSANONE,5,46.710088,11.649677,38.1
EC_86,14,FORTEZZA,6,46.788841,11.609922,10.2
EC_86,14,BRENNERO,7,47.004117,11.505711,40.2
REG_21092,658,NAPOLI CENTRALE,1,40.852933,14.272908,0
REG_21092,658,AVERSA,2,40.973323,14.218578,19.22
REG_21092,658,VILLA LITERNO,3,41.004956,14.06753,14.33
REG_21092,658,FALCIANO MONDRAGONE CAR.,4,41.123525,13.971792,15.516
REG_21092,658,SESSA AURUNCA R.,5,41.1955,13.8761,11.376
REG_21092,658,MINTURNO,6,41.257621,13.720664,14.978
REG_21092,658,FORMIA-GAETA,7,41.258773,13.605996,10.055
REG_21092,658,ITRI,8,41.271328,13.545549,5.921
REG_21092,658,FONDI - SPERLONGA,9,41.337663,13.424893,12.886
REG_21092,658,MONTE S.BIAGIO,10,41.345967,13.347037,6.715
REG_21092,658,PRIVERNO FOSSANOVA,11,41.421853,13.186406,17.51
REG_21092,658,SEZZE ROMANO,12,41.495542,13.038452,15.17
REG_21092,658,LATINA,13,41.538372,12.945888,9.203
REG_21092,658,CISTERNA DI LATINA,14,41.586511,12.827538,11.318
REG_21092,658,CAMPOLEONE,15,41.642396,12.648341,16.28
REG_21092,658,ROMA TERMINI,16,41.900636,12.502026,33.5
REG_5918,1112,OLBIA,1,40.924595,9.498293,0
REG_5918,1112,RUDALZA,2,40.994082,9.531214,10.332
REG_5918,1112,MARINELLA,3,40.999129,9.55362,2.195
REG_5918,1112,GOLFO ARANCI,4,40.997261,9.62471,8.737
REG_4757,1034,MACOMER,1,40.267899,8.772279,0
REG_4757,1034,ABBASANTA,2,40.128801,8.817733,26.663
REG_4757,1034,ORISTANO,3,39.902033,8.603974,36.044
REG_4757,1034,SAN GAVINO,4,39.546206,8.788017,43.409
REG_4757,1034,ELMAS AEROPORTO,5,39.257361,9.063553,43.399
REG_4757,1034,CAGLIARI,6,39.216078,9.107984,6.595
REG_18886,436,BORGO S. LORENZO,1,43.959822,11.380422,0
REG_18886,436,S.PIERO A SIEVE,2,43.958317,11.322742,4.762
REG_18886,436,VAGLIA,3,43.924442,11.284576,7.118
REG_18886,436,FIESOLE CALDINE,4,43.833697,11.266047,13.985
REG_18886,436,BINARIO S.MARCO VECCHIO,5,43.790336,11.267403,4.82
REG_18886,436,FIRENZE S.M.N.,6,43.776893,11.247373,2.2
IC_704,86,BARI CENTRALE,1,41.11774,16.869601,0
IC_704,86,MOLFETTA,2,41.196008,16.596793,24.719
IC_704,86,BISCEGLIE,3,41.235445,16.499484,9.341
IC_704,86,TRANI,4,41.272693,16.417646,8.021
IC_704,86,BARLETTA,5,41.315227,16.278867,12.594
IC_704,86,FOGGIA,6,41.466,15.555816,67.892
IC_704,86,ARIANO IRPINO,7,41.181883,15.117508,62.65
IC_704,86,BENEVENTO,8,41.141901,14.769998,38.2
IC_704,86,S.LORENZO MAGGIORE,9,41.219748,14.648419,13.37
IC_704,86,SOLOPACA,10,41.210521,14.571413,6.54
IC_704,86,TELESE CERRETO,11,41.211709,14.526165,4.14
IC_704,86,CASERTA,12,41.068655,14.328457,22.98
IC_704,86,VAIRANO,13,41.317446,14.104022,33.44
IC_704,86,CASSINO,14,41.484306,13.832125,29.33
IC_704,86,FROSINONE,15,41.625333,13.328728,52.51
IC_704,86,ROMA TERMINI,16,41.900636,12.502026,85.479
REG_22613,755,MILANO BOVISA,1,45.502546,9.15928,0
REG_22613,755,M.N. AFFORI,2,45.521382,9.167436,2.19
REG_22613,755,M.N. BRUZZANO,3,45.533807,9.1724,1.43
REG_22613,755,CORMANO-CUSANO MILANINO,4,45.545793,9.174415,1.34
REG_22613,755,PADERNO DUGNANO,5,45.565133,9.161958,2.36
REG_22613,755,PALAZZOLO M.SE,6,45.5954518,9.158284,3.38
REG_22613,755,VAREDO,7,45.595667,9.15379,0.35
REG_22613,755,BOVISIO M. - MOMBELLO,8,45.612932,9.141506,2.14
REG_22613,755,CESANO MADERNO,9,45.630862,9.142905,2
REG_22613,755,SEVESO,10,45.648187,9.140488,1.93
REG_18986,448,BORGO S. LORENZO,1,43.959822,11.380422,0
REG_18986,448,S.PIERO A SIEVE,2,43.958317,11.322742,4.762
REG_18986,448,VAGLIA,3,43.924442,11.284576,7.118
REG_18986,448,FIESOLE CALDINE,4,43.833697,11.266047,13.985
REG_18986,448,PIAN DEL MUGNONE,5,43.813899,11.265994,1.786
REG_18986,448,IL CIONFO BIN. LE CURE,6,43.786182,11.268501,3.356
REG_18986,448,FIRENZE CAMPO MARTE,7,43.776856,11.27702,1.008
REG_16080,280,SCHIO,1,45.710848,11.355508,0
REG_16080,280,THIENE,2,45.700697,11.475407,9.5
REG_16080,280,CAVAZZALE,3,45.596079,11.569823,14
REG_16080,280,ANCONETTA,4,45.565249,11.567865,3.5
REG_16080,280,VICENZA,5,45.541102,11.540762,4.3
REG_4745,1029,SULMONA,1,42.060836,13.907156,0
REG_4745,1029,GORIANO SICOLI,2,42.082698,13.78286,23.575
REG_4745,1029,COCULLO,3,42.040723,13.776636,5.988
REG_4745,1029,PESCINA,4,42.037564,13.668981,10.645
REG_4745,1029,COLLARMELE,5,42.074092,13.701295,4.927
REG_4745,1029,CERCHIO,6,42.061082,13.597972,3.7
REG_4745,1029,CELANO-OVINDOLI,7,42.076999,13.543398,4.927
REG_4745,1029,AVEZZANO,8,42.039495,13.426446,10.63
REG_12617,220,ROMA TERMINI,1,41.900636,12.502026,0
REG_12617,220,CIAMPINO,2,41.804442,12.599546,13.92
REG_12617,220,ZAGAROLO,3,41.821927,12.82692,20.93
REG_12617,220,VALMONTONE,4,41.774291,12.923696,10.7
REG_12617,220,COLLEFERRO-SEGNI-PALIANO,5,41.740062,13.00299,8.04
REG_12617,220,ANAGNI-FIUGGI,6,41.71037,13.09597,8.92
REG_12617,220,SGURGOLA,7,41.687018,13.146199,4.93
REG_12617,220,MOROLO,8,41.667018,13.194557,4.71
REG_12617,220,FERENTINO-SUPINO,9,41.6564,13.246971,5.08
REG_12617,220,FROSINONE,10,41.625333,13.328728,8.24
REG_12617,220,CECCANO,11,41.573583,13.336417,6.5
REG_12617,220,CASTRO-POFI,12,41.533014,13.410741,8.65
REG_12617,220,CEPRANO-FALVATERRA,13,41.523962,13.523481,9.97
REG_12617,220,ISOLETTA-S.GIOVANNI I.,14,41.527873,13.547095,2.03
REG_12617,220,ROCCASECCA,15,41.526377,13.645814,8.37
REG_12617,220,PIEDIMONTE-V.S.L.-AQUINO,16,41.495817,13.731633,8
REG_12617,220,CASSINO,17,41.484306,13.832125,8.99
REG_2014,600,MILANO CENTRALE,1,45.486347,9.204528,0
REG_2014,600,RHO FIERA MILANO,2,45.521157,9.088595,9.85
REG_2014,600,MAGENTA,3,45.468204,8.880633,17.29
REG_2014,600,NOVARA,4,45.451376,8.624895,20.09
REG_2014,600,VERCELLI,5,45.329909,8.416028,21.21
REG_2014,600,SANTHIA`,6,45.363726,8.180093,19.121
REG_2014,600,CHIVASSO,7,45.193637,7.889666,30.682
REG_2014,600,TORINO PORTA SUSA,8,45.075906,7.667673,23.308
REG_2014,600,TORINO P.NUOVA,9,45.060969,7.67747,3.943
REG_11238,175,LIMONE,1,44.203799,7.577912,0
REG_11238,175,VERNANTE,2,44.244639,7.535986,5.64
REG_11238,175,ROBILANTE,3,44.296496,7.510906,6.1
REG_11238,175,ROCCAVIONE,4,44.314445,7.485361,2.85
REG_11238,175,BORGO SAN DALMAZZO,5,44.326249,7.486111,1.31
REG_11238,175,CUNEO,6,44.387914,7.536235,7.93
REG_16145,287,TRENTO,1,46.072414,11.118941,0
REG_16145,287,ROVERETO,2,45.890985,11.033518,23.6
REG_16145,287,ALA,3,45.760087,10.996775,16.5
REG_25821,824,MILANO PORTA GARIBALDI,1,45.484917,9.187683,0
REG_25821,824,MILANO GRECO PIRELLI,2,45.51272,9.214456,3.984
REG_25821,824,SESTO S. GIOVANNI,3,45.541087,9.23926,3.709
REG_25821,824,MONZA,4,45.577789,9.273253,4.874
REG_25821,824,ARCORE,5,45.623493,9.322798,6.558
REG_25821,824,CARNATE USMATE,6,45.653072,9.375089,5.245
REG_25821,824,PADERNO ROBBIATE,7,45.678307,9.439202,6.074
REG_25821,824,CALUSCO,8,45.684113,9.470646,2.662
REG_25821,824,TERNO,9,45.688658,9.536169,5.127
REG_25821,824,PONTE S.PIETRO,10,45.69916,9.584322,4.057
REG_23275,765,BRACCIANO,1,42.103667,12.173023,0
REG_23275,765,VIGNA DI VALLE,2,42.076863,12.210716,4.31
REG_23275,765,ANGUILLARA,3,42.068133,12.304978,7.86
REG_23275,765,CESANO DI ROMA,4,42.061833,12.326669,1.93
REG_23275,765,OLGIATA,5,42.01538,12.363864,6.01
REG_23275,765,LA STORTA,6,42.001748,12.381254,2.09
REG_23275,765,LA GIUSTINIANA,7,41.985243,12.403457,2.6
REG_23275,765,IPOGEO DEGLI OTTAVI,8,41.968391,12.409026,1.93
REG_23275,765,OTTAVIA,9,41.9604,12.41064,0.9
REG_23275,765,ROMA S.FILIPPO NERI,10,41.950262,12.412414,1.14
REG_23275,765,ROMA MONTE MARIO,11,41.939088,12.421732,1.46
REG_23275,765,GEMELLI,12,41.927813,12.427797,1.35
REG_23275,765,ROMA BALDUINA,13,41.919911,12.437431,1.19
REG_23275,765,APPIANO,14,41.909342,12.43838,1.18
REG_23275,765,VALLE AURELIA,15,41.899356,12.447667,1.35
REG_23275,765,ROMA S.PIETRO,16,41.896143,12.454497,0.67
REG_23275,765,QUATTRO VENTI,17,41.880145,12.459731,2.05
REG_23275,765,ROMA TRASTEVERE,18,41.872279,12.466162,1.26
REG_23275,765,ROMA OSTIENSE,19,41.87265,12.483917,1.529
REG_19871,550,FOGGIA,1,41.466,15.555816,0
REG_19871,550,MELFI,2,40.989871,15.646895,65.457
REG_19871,550,BARILE,3,40.943044,15.670959,6.656
REG_19871,550,RIONERO ATELLA RIPACANDITA,4,40.922066,15.678699,2.604
REG_19871,550,FORENZA,5,40.866839,15.725331,8.327
REG_19871,550,FILIANO,6,40.837161,15.752285,5.327
REG_19871,550,CASTEL LAGOPESOLE,7,40.787682,15.758093,6.138
REG_19871,550,POSSIDENTE,8,40.781144,15.777104,1.795
REG_19871,550,PIETRAGALLA,9,40.753314,15.79211,3.424
REG_19871,550,AVIGLIANO LUCANIA,10,40.714667,15.785619,4.605
REG_19871,550,POTENZA MACCHIA ROMANA,11,40.651946,15.802433,9.255
REG_19871,550,POTENZA SUPERIORE,12,40.64586,15.800966,0.945
REG_19871,550,POTENZA CENTRALE,13,40.629469,15.806808,3.809
REG_2512,809,VARESE,1,45.816201,8.833089,0
REG_2512,809,INDUNO OLONA,2,45.846432,8.838357,3.211
REG_2512,809,ARCISATE,3,45.858579,8.86241,2.309
REG_2512,809,BISUSCHIO VIGGIU,4,45.870658,8.887544,2.391
REG_2512,809,PORTO CERESIO,5,45.903675,8.900357,3.673
REG_32140,892,RAVENNA,1,44.419155,12.208404,0
REG_32140,892,GODO,2,44.389322,12.071256,12.941
REG_32140,892,RUSSI,3,44.379011,12.03164,3.416
REG_32140,892,BAGNACAVALLO,4,44.412138,11.969398,6.36
REG_32140,892,LUGO,5,44.414106,11.914723,4.41
REG_32140,892,BARBIANO,6,44.387263,11.878086,4.33
REG_32140,892,SOLAROLO,7,44.356425,11.849183,4.12
REG_32140,892,CASTELBOLOGNESE,8,44.325391,11.804174,5.51
REG_12829,255,VITERBO PORTA FIORENTINA,1,42.425237,12.106204,0
REG_12829,255,VITERBO PORTA ROMANA,2,42.411974,12.110482,1.51
REG_12829,255,VETRALLA,3,42.304619,12.089137,12.05
REG_12829,255,CAPRANICA,4,42.245195,12.157194,8.67
REG_12829,255,ORIOLO,5,42.166825,12.138499,8.84
REG_12829,255,MANZIANA-CANALE MONTERANO,6,42.128246,12.134934,4.3
REG_12829,255,BRACCIANO,7,42.103667,12.173023,4.17
REG_12829,255,ANGUILLARA,8,42.068133,12.304978,11.61
REG_12829,255,CESANO DI ROMA,9,42.061833,12.326669,1.93
REG_12829,255,LA STORTA,10,42.001748,12.381254,8.06
REG_12829,255,VALLE AURELIA,11,41.899356,12.447667,12.64
REG_12829,255,ROMA S.PIETRO,12,41.896143,12.454497,0.67
REG_12829,255,ROMA TRASTEVERE,13,41.872279,12.466162,3.34
REG_12829,255,ROMA OSTIENSE,14,41.87265,12.483917,1.529
REG_17782,398,PIANORO,1,44.380589,11.340675,0
REG_17782,398,MUSIANO-PIAN DI MACINA,2,44.402423,11.344912,2.31
REG_17782,398,RASTIGNANO,3,44.443592,11.357617,4.99
REG_17782,398,BOLOGNA S.RUFFILLO,4,44.462657,11.372967,2.49
REG_17782,398,BOLOGNA MAZZINI,5,44.482284,11.376271,2.2
REG_17782,398,BOLOGNA SAN VITALE,6,44.535566,11.631984,1.5
REG_17782,398,BOLOGNA C.LE,7,44.50626,11.342267,2.71
REG_17782,398,BOLOGNA BORGO PANIGALE,8,44.515024,11.284728,4.93
REG_17782,398,CASTELDEBOLE,9,44.503974,11.27456,1.58
REG_17782,398,CASALECCHIO GARIBALDI,10,44.482995,11.272474,2.22
REG_17782,398,CASALECCHIO DI RENO,11,44.474298,11.276097,1.03
REG_17782,398,BORGONUOVO,12,44.443324,11.275097,3.53
REG_17782,398,SASSO MARCONI,13,44.394939,11.254333,5.73
REG_17782,398,LAMA DI RENO,14,44.363501,11.216168,4.9
REG_17782,398,MARZABOTTO,15,44.341237,11.207351,2.63
REG_17782,398,PIAN DI VENOLA,16,44.332136,11.188609,2.18
REG_17782,398,PIOPPE DI SALVARO,17,44.310761,11.161785,4.03
REG_17782,398,VERGATO,18,44.282723,11.114386,5.639
REG_17782,398,RIOLA,19,44.229851,11.053592,8.4
REG_17782,398,SILLA,20,44.177652,10.980635,9.177
REG_17782,398,PORRETTA  TERME,21,44.155757,10.978039,2.488
REG_11705,211,SANTHIA`,1,45.363726,8.180093,0
REG_11705,211,SALUSSOLA,2,45.44438,8.115195,11.116
REG_11705,211,BIELLA S.PAOLO,3,45.557334,8.067541,15.558
FR_9752,60,VENEZIA SANTA LUCIA,1,45.441569,12.320882,0
FR_9752,60,VENEZIA MESTRE,2,45.482123,12.232069,8.4
FR_9752,60,PADOVA,3,45.417846,11.880794,28.5
FR_9752,60,VICENZA,4,45.541102,11.540762,30.2
FR_9752,60,VERONA PORTA NUOVA,5,45.428603,10.982377,51.7
FR_9752,60,PESCHIERA DEL GARDA,6,45.438502,10.702509,22.5
FR_9752,60,BRESCIA,7,45.532315,10.212828,42.1
FR_9752,60,MILANO CENTRALE,8,45.486347,9.204528,78.96
FR_9653,43,MILANO CENTRALE,1,45.486347,9.204528,0
FR_9653,43,BOLOGNA C.LE/AV,2,44.506813,11.342622,200.67
FR_9653,43,ROMA TERMINI,3,41.900636,12.502026,304.47
FR_9653,43,NAPOLI CENTRALE,4,40.852933,14.272908,188.37
FR_9653,43,SALERNO,5,40.675137,14.772822,46.6
REG_17760,397,PIANORO,1,44.380589,11.340675,0
REG_17760,397,MUSIANO-PIAN DI MACINA,2,44.402423,11.344912,9.16
REG_17760,397,RASTIGNANO,3,44.443592,11.357617,7.3
REG_17760,397,BOLOGNA S.RUFFILLO,4,44.462657,11.372967,2.49
REG_17760,397,BOLOGNA MAZZINI,5,44.482284,11.376271,2.2
REG_17760,397,BOLOGNA SAN VITALE,6,44.535566,11.631984,1.5
REG_17760,397,BOLOGNA C.LE,7,44.50626,11.342267,2.71
REG_17760,397,BOLOGNA BORGO PANIGALE,8,44.515024,11.284728,4.93
REG_17760,397,CASTELDEBOLE,9,44.503974,11.27456,1.58
REG_17760,397,CASALECCHIO GARIBALDI,10,44.482995,11.272474,2.22
REG_17760,397,CASALECCHIO DI RENO,11,44.474298,11.276097,1.03
REG_17760,397,BORGONUOVO,12,44.443324,11.275097,3.53
REG_17760,397,PONTECCHIO MARCONI,13,44.42294,11.26919,2.32
REG_17760,397,SASSO MARCONI,14,44.394939,11.254333,3.41
REG_17760,397,LAMA DI RENO,15,44.363501,11.216168,4.9
REG_17760,397,MARZABOTTO,16,44.341237,11.207351,2.63
REG_17760,397,PIAN DI VENOLA,17,44.332136,11.188609,2.18
REG_17760,397,PIOPPE DI SALVARO,18,44.310761,11.161785,4.03
REG_17760,397,VERGATO,19,44.282723,11.114386,5.639
REG_17760,397,CARBONA,20,44.246876,11.09618,4.354
REG_17760,397,RIOLA,21,44.229851,11.053592,4.046
REG_17760,397,SILLA,22,44.177652,10.980635,9.177
REG_17760,397,PORRETTA  TERME,23,44.155757,10.978039,2.488
REG_11351,183,CHIVASSO,1,45.193637,7.889666,0
REG_11351,183,MONTANARO,2,45.232674,7.858331,5.22
REG_11351,183,RODALLO,3,45.278714,7.878025,5.37
REG_11351,183,CALUSO,4,45.303194,7.902568,3.33
REG_11351,183,CANDIA CANAVESE,5,45.329824,7.891819,3.5
REG_11351,183,MERCENASCO,6,45.353436,7.886405,2.73
REG_11351,183,STRAMBINO,7,45.382508,7.887955,3.23
REG_11351,183,IVREA,8,45.461542,7.876348,9.05
REG_19191,479,PIAZZA AL SERCHIO,1,44.182515,10.296615,0
REG_19191,479,CASTELNUOVO DI GARFAGNANA,2,44.116351,10.409054,11.62
REG_19191,479,BARGA GALLICANO,3,44.068114,10.451938,6.37
REG_19191,479,FORNACI DI BARGA,4,44.045253,10.473173,3.06
REG_19191,479,GHIVIZZANO - COREGLIA,5,44.027583,10.510183,3.56
REG_19191,479,BAGNI DI LUCCA,6,44.003447,10.551631,4.27
REG_19191,479,BORGO A MOZZANO,7,43.977207,10.541285,3.03
REG_19191,479,DIECIMO - PESCAGLIA,8,43.959404,10.507844,3.33
REG_19191,479,PONTE A MORIANO,9,43.908371,10.534264,6.05
REG_19191,479,S. PIETRO A VICO,10,43.875094,10.530945,3.71
REG_19191,479,LUCCA,11,43.837186,10.506069,4.66
REG_19901,567,MELFI,1,40.989871,15.646895,0
REG_19901,567,BARILE,2,40.943044,15.670959,6.656
REG_19901,567,RIONERO ATELLA RIPACANDITA,3,40.922066,15.678699,2.604
REG_19901,567,FORENZA,4,40.866839,15.725331,8.327
REG_19901,567,CASTEL LAGOPESOLE,5,40.787682,15.758093,11.465
REG_19901,567,POSSIDENTE,6,40.781144,15.777104,1.795
REG_19901,567,PIETRAGALLA,7,40.753314,15.79211,3.424
REG_19901,567,AVIGLIANO LUCANIA,8,40.714667,15.785619,4.605
REG_19901,567,POTENZA MACCHIA ROMANA,9,40.651946,15.802433,9.255
REG_19901,567,POTENZA SUPERIORE,10,40.64586,15.800966,0.945
REG_19901,567,POTENZA CENTRALE,11,40.629469,15.806808,3.809
REG_32121,883,BOLOGNA C.LE,1,44.50626,11.342267,0
REG_32121,883,IMOLA,2,44.359418,11.718723,34.05
REG_32121,883,CASTELBOLOGNESE,3,44.325391,11.804174,7.776
REG_32121,883,FAENZA,4,44.293594,11.883268,7.23
REG_32121,883,RUSSI,5,44.379011,12.03164,17.052
REG_32121,883,GODO,6,44.389322,12.071256,3.416
REG_32121,883,RAVENNA,7,44.419155,12.208404,12.941
EC_82,12,VENEZIA SANTA LUCIA,1,45.441569,12.320882,0
EC_82,12,VENEZIA MESTRE,2,45.482123,12.232069,8.4
EC_82,12,PADOVA,3,45.417846,11.880794,28.5
EC_82,12,VICENZA,4,45.541102,11.540762,30.2
EC_82,12,VERONA PORTA NUOVA,5,45.428603,10.982377,51.7
EC_82,12,ROVERETO,6,45.890985,11.033518,51.8
EC_82,12,TRENTO,7,46.072414,11.118941,23.6
EC_82,12,BOLZANO,8,46.496346,11.358556,55.4
EC_82,12,BRESSANONE,9,46.710088,11.649677,38.1
EC_82,12,FORTEZZA,10,46.788841,11.609922,10.2
EC_82,12,BRENNERO,11,47.004117,11.505711,40.2
REG_5341,1082,NAPOLI CENTRALE,1,40.852933,14.272908,0
REG_5341,1082,SALERNO,2,40.675137,14.772822,46.6
REG_4944,1059,SPOLETO,1,42.748121,12.736142,27.59
REG_4944,1059,TREVI,2,42.8762,12.733709,20.08
REG_4944,1059,FOLIGNO,3,42.954261,12.711096,20.87
FB_8613,22,GENOVA P.PRINCIPE,1,44.417784,8.9207,17.8
FB_8613,22,GENOVA BRIGNOLE,2,44.407213,8.947553,63.01
FB_8613,22,CHIAVARI,3,44.315156,9.322464,50.74
FB_8613,22,LA SPEZIA CENTRALE,4,44.11141,9.813906,94.49
FB_8613,22,MASSA CENTRO,5,44.023741,10.136041,8.73
FB_8613,22,VIAREGGIO,6,43.865947,10.257886,3.08
FB_8613,22,PISA CENTRALE,7,43.70794,10.398183,6.07
FB_8613,22,LIVORNO CENTRALE,8,43.55406,10.336593,1.96
FB_8613,22,CAMPIGLIA MARITTIMA,9,43.017118,10.586558,78.96
FB_8613,22,GROSSETO,10,42.76728,11.1065,14.71
FB_8613,22,CIVITAVECCHIA,11,42.088287,11.79815,9.87
FB_8613,22,ROMA TERMINI,12,41.900636,12.502026,6.39
REG_19738,539,L`AQUILA,1,42.351055,13.384959,9.98
REG_19738,539,L`Aquila Campo di Pile,2,42.354469,13.350263,13.83
REG_19738,539,L'Aquila Sassa N.S.I.,3,42.363939,13.313341,26.06
REG_19738,539,SASSA TORNIMPARTE,4,42.360549,13.295333,5.43
REG_19738,539,SELLA DI CORNO,5,42.360461,13.189876,12.96
REG_19738,539,ROCCA DI CORNO,6,42.388164,13.143939,2.39
REG_19738,539,ROCCA DI FONDI,7,42.39799,13.095825,12.96
REG_19738,539,ANTRODOCO CENTRO,8,42.409844,13.07096,2.39
REG_19738,539,ANTRODOCO BORGO VELINO,9,42.415393,13.076193,4.66
REG_19738,539,CASTEL S.ANGELO,10,42.379666,13.017612,3.71
REG_19738,539,SORGENTI DEL PESCHIERA,11,42.36428,12.996973,6.05
REG_19738,539,CITTADUCALE,12,42.387764,12.94269,3.33
REG_19738,539,RIETI,13,42.405918,12.862596,3.03
REG_19738,539,POGGIO FIDONI,14,42.395811,12.795429,4.27
REG_19738,539,CONTIGLIANO,15,42.412072,12.779144,3.56
REG_19738,539,GRECCIO,16,42.462872,12.777009,3.06
REG_19738,539,LABRO MOGGIO,17,42.506131,12.746224,6.37
REG_19738,539,MARMORE,18,42.547499,12.715224,4.74
REG_19738,539,TERNI,19,42.570768,12.651091,3.08
REG_4192,1004,SULMONA,1,42.060836,13.907156,3.85
REG_4192,1004,PRATOLA PELIGNA,2,42.102423,13.876349,20.32
REG_4192,1004,POPOLI VITTORITO,3,42.172354,13.826152,7.42
REG_4192,1004,TORRE DEI PASSERI,4,42.244022,13.937525,18.44
REG_4192,1004,SCAFA S.VALENTINO CARAMANICO T,5,42.26717,13.99909,7.75
REG_4192,1004,MANOPPELLO,6,42.305848,14.061057,11.77
REG_4192,1004,CHIETI,7,42.356905,14.13815,1.51
REG_4192,1004,CHIETI-MAD.D.P.,8,42.373571,14.14256,9.16
REG_4192,1004,PESCARA S. MARCO,9,42.44613,14.208981,3
REG_4192,1004,PESCARA PORTA NUOVA,10,42.458072,14.211663,8.67
REG_4192,1004,PESCARA,11,42.467789,14.205066,8.84
REG_11304,181,IVREA,1,45.461542,7.876348,4.3
REG_11304,181,STRAMBINO,2,45.382508,7.887955,4.17
REG_11304,181,CALUSO,3,45.303194,7.902568,11.61
REG_11304,181,MONTANARO,4,45.232674,7.858331,1.93
REG_11304,181,CHIVASSO,5,45.193637,7.889666,6.01
REG_34841,959,MACOMER,1,40.267899,8.772279,2.09
REG_34841,959,BORORE,2,40.218992,8.809535,2.6
REG_34841,959,ABBASANTA,3,40.128801,8.817733,1.93
REG_34841,959,ORISTANO,4,39.902033,8.603974,0.9
REG_34841,959,MARRUBIU TERRALBA ARBOREA,5,39.75293,8.641144,1.14
REG_34841,959,URAS MOGORO,6,39.692629,8.696459,1.46
REG_34841,959,SAN GAVINO,7,39.546206,8.788017,1.35
REG_34841,959,SAMASSI SERRENTI,8,39.483075,8.899035,1.19
REG_34841,959,SERRAMANNA NURAMINIS,9,39.426123,8.916579,1.18
REG_34841,959,VILLASOR,10,39.381451,8.935907,1.35
REG_34841,959,DECIMOMANNU,11,39.304593,8.965808,0.67
REG_34841,959,ASSEMINI,12,39.287603,8.997936,14.04
REG_34841,959,CAGLIARI ELMAS,13,39.264193,9.045497,48.86
REG_34841,959,ELMAS AEROPORTO,14,39.257361,9.063553,27.6
REG_34841,959,CAGLIARI S.GILLA,15,39.226654,9.097834,3.88
REG_34841,959,CAGLIARI,16,39.216078,9.107984,209.48
REG_10207,106,DOMODOSSOLA,1,46.115429,8.296684,28.68
REG_10207,106,VOGOGNA OSSOLA,2,46.005883,8.294664,46.86
REG_10207,106,PREMOSELLO CHIOVENDA,3,46.002188,8.326649,2.5
REG_10207,106,CUZZAGO,4,45.993682,8.373989,3.94
REG_10207,106,MERGOZZO,5,45.961303,8.440881,3.9
REG_10207,106,VERBANIA-PALLANZA,6,45.943821,8.47224,7.4
REG_10207,106,BAVENO,7,45.909105,8.502121,9.48
REG_10207,106,STRESA,8,45.884486,8.531454,4.27
REG_10207,106,BELGIRATE,9,45.843337,8.570821,5.79
REG_10207,106,LESA,10,45.833042,8.566471,37.97
REG_10207,106,MEINA,11,45.794389,8.535452,178.33
REG_10207,106,ARONA,12,45.755392,8.559075,17.8
REG_10207,106,DORMELLETTO,13,45.7233,8.581906,13.83
REG_10207,106,SESTO CALENDE,14,45.726241,8.628135,9.98
REG_10207,106,VERGIATE,15,45.717119,8.693187,6.39
REG_10207,106,SOMMA LOMBARDO,16,45.686423,8.712991,9.87
REG_10207,106,CASORATE SEMPIONE,17,45.675075,8.743954,14.71
REG_10207,106,GALLARATE,18,45.659828,8.798243,6.37
REG_10207,106,BUSTO ARSIZIO,19,45.616164,8.865031,3.06
REG_10207,106,RHO FIERA MILANO,20,45.521157,9.088595,3.56
REG_10207,106,MILANO PORTA GARIBALDI,21,45.484917,9.187683,4.27
REG_18556,416,LUCCA,1,43.837186,10.506069,3.03
